price;totsp;livesp;kitsp;dist;metrdist;walk;brick;floor;code
130;78;58;10;14.5;15;0;0;1;3
120;80;45;13;12;15;1;0;1;5
104;67;44;10;11.5;8;1;0;1;6
105;67;45;9;12;7;0;0;1;7
119;75;46;10;12;7;0;0;0;7
99;57;42;6;12;10;1;1;1;8
95;56;39;5;9;7;1;1;1;4
89;60;42;6;12;7;0;0;1;8
160;77;45;10;12;15;1;0;1;8
90;60;42;6;17;3;1;0;1;2
145;75;53;9;8;15;1;1;1;1
155;60;40;11;7.5;5;1;1;1;3
108;80;48;8;12;10;0;0;1;7
115;76;45;10;12.7;5;0;0;1;5
116;75;42;9;13.5;10;0;0;1;6
151;111;64;16;14.5;10;0;1;1;3
99;74;44;10;12;10;0;0;0;7
96;60;45;6;12;5;0;0;1;7
180;85;55;10;10.5;5;1;1;1;3
126;64;44;7;8;2;1;0;0;1
143;75;54;10;6.5;7;1;1;1;2
370;111;60;13;8;5;1;1;1;1
121;77;46;10;12.5;10;1;0;1;2
150;75;51;8;12;15;1;0;0;8
169;77;52;8;7;3;1;1;1;4
125;74;46;8.5;12;5;1;0;1;5
119;77;45;10;13;10;0;0;1;5
145;75;46;10;9;15;1;0;1;4
84;60;43;6;14.5;5;0;0;1;3
98;68;44;8;10.5;10;1;0;1;7
92;85;53;10;12;15;1;1;0;5
81;60;44;6;13.5;10;0;0;1;1
104;80;45;13;13;5;0;0;1;5
130;75;45;8;11;10;1;1;1;8
110;76;45;10;12;5;1;0;1;5
72;50;34;7;17;10;1;0;1;4
95;74;45;8;14.5;5;0;1;0;2
95;64;45;7;17;5;1;0;1;2
114;73;44;10;13.5;10;0;0;0;6
129;64;39;9;13.5;5;0;0;1;1
97;63;44;7;11.5;5;1;0;0;6
97;72;43;10;12.7;10;0;0;1;5
180;79;45;10;8;15;1;0;1;1
110;77;47;10;13;10;1;0;1;5
110;77;45;10;12;5;0;0;1;5
95;60;43;6;9;5;0;0;1;4
95;60;46;5;10.5;5;1;0;1;7
129;76;48;10;12.5;5;0;0;1;3
103;64;45;7;15.5;5;1;0;1;1
