water_level,precipitation,temperature,humidity,visibility,wind,weather,pressure,fire,wl_change,temp_change,pressure_change
"501,0","0,0","9,3","28,0","10,0","3,0","0,0","998,5","4,0","7,0","-0,2","-0,1"
"211,0","0,0","11,4","22,0","20,0","2,0","2,0","1001,4","4,0","-5,0","-0,7","-0,1"
"90,0","0,0","10,5","31,0","100,0","3,0","1,0","920,7","4,0","-3,0","-2,9","1,5"
"294,0","0,0","12,5","26,0","100,0","6,0","1,0","901,8","4,0","-2,0","-0,7","-0,2"
"919,0","0,0","11,5","20,0","100,0","4,0","0,0","1011,8","4,0","-3,0","0,3","-1,5"
"608,0","0,0","10,9","17,0","20,0","2,0","0,0","1011,9","4,0","-22,0","1,2","-1,3"
"641,0","0,0","6,0","72,0","10,0","2,0","0,0","1006,3","4,0","2,0","5,3","-1,2"
"368,0","0,0","3,1","54,0","20,0","1,0","2,0","1001,5","4,0","-6,0","2,0","1,2"
"519,0","0,0","2,8","68,0","10,0","1,0","2,0","1002,0","4,0","18,0","1,7","1,1"
"209,0","0,0","2,2","56,0","20,0","1,0","2,0","1005,2","4,0","-2,0","4,1","1,1"
"83,0","0,0","-2,6","68,0","100,0","1,0","2,0","927,3","4,0","-7,0","1,0","1,3"
"276,0","0,0","0,7","48,0","100,0","5,0","2,0","908,9","4,0","-18,0","-0,5","1,4"
"1008,0","0,0","6,4","37,0","100,0","6,0","4,0","1009,8","4,0","5,0","2,3","-2,0"
"914,0","0,8","4,9","82,0","100,0","3,0","1,0","1006,1","4,0","-5,0","-1,6","-2,5"
"673,0","0,0","5,0","79,0","20,0","1,0","1,0","1006,6","4,0","-69,0","-0,6","-0,5"
"582,0","0,0","3,7","58,0","20,0","2,0","1,0","1007,7","4,0","-26,0","1,1","-1,4"
"438,0","0,0","15,5","56,0","20,0","2,0","3,0","998,5","4,0","-23,0","-3,3","0,6"
"641,0","0,4","17,0","42,0","10,0","6,0","1,0","999,2","4,0","0,0","-0,6","-0,3"
"371,0","0,0","22,5","22,0","20,0","3,0","4,0","995,8","4,0","3,0","1,7","-1,9"
"536,0","0,0","21,8","26,0","10,0","5,0","0,0","995,0","4,0","17,0","2,2","-2,2"
"204,0","0,0","18,8","34,0","20,0","6,0","4,0","999,0","4,0","-5,0","-1,7","-1,4"
"80,0","0,0","18,7","17,0","100,0","3,0","0,0","924,9","4,0","-3,0","2,5","-2,6"
"251,0","0,0","17,0","16,0","100,0","2,0","2,0","908,8","4,0","-25,0","2,5","-2,5"
"1012,0","0,0","4,0","80,0","100,0","4,0","1,0","1007,8","4,0","4,0","2,2","0,6"
"907,0","1,0","8,5","66,0","100,0","2,0","1,0","1005,1","4,0","-7,0","1,5","1,2"
"606,0","0,1","12,0","70,0","20,0","2,0","1,0","1001,5","4,0","-67,0","1,0","1,3"
"413,0","0,9","8,5","78,0","20,0","3,0","0,0","1001,1","4,0","-25,0","3,6","0,1"
"641,0","0,0","8,7","92,0","4,0","4,0","6,0","1001,0","4,0","0,0","1,9","-0,4"
"340,0","0,0","17,8","45,0","20,0","2,0","1,0","991,4","4,0","-31,0","5,8","0,1"
"543,0","0,0","19,7","27,0","10,0","5,0","0,0","991,0","4,0","7,0","7,2","0,2"
"199,0","0,0","18,8","37,0","20,0","2,0","0,0","994,0","4,0","-5,0","8,0","0,0"
"235,0","0,0","9,8","44,0","100,0","1,0","1,0","907,9","4,0","-16,0","8,1","-0,5"
"898,0","0,5","6,6","86,0","100,0","3,0","1,0","1001,6","4,0","-9,0","2,8","-2,5"
"389,0","0,0","19,2","33,0","20,0","5,0","1,0","992,4","4,0","-24,0","2,7","-0,2"
"640,0","0,0","21,8","26,0","10,0","6,0","4,0","991,1","4,0","-1,0","4,9","-1,4"
"266,0","0,0","21,8","27,0","20,0","4,0","0,0","997,0","4,0","-4,0","11,3","-0,7"
"334,0","0,0","19,1","40,0","20,0","2,0","1,0","991,4","4,0","-6,0","7,9","-0,3"
"529,0","0,0","20,7","31,0","10,0","3,0","1,0","992,1","4,0","-14,0","7,0","-0,2"
"194,0","0,0","19,2","35,0","20,0","2,0","1,0","994,7","4,0","-5,0","9,0","-0,5"
"630,0","0,0","21,5","33,0","100,0","5,0","1,0","995,5","4,0","43,0","7,8","-0,5"
"73,0","0,0","11,9","46,0","100,0","1,0","2,0","925,3","4,0","-3,0","10,2","-1,4"
"228,0","0,0","11,8","44,0","100,0","2,0","2,0","909,2","4,0","-7,0","8,4","-0,6"
"885,0","0,0","19,1","37,0","100,0","3,0","1,0","990,4","4,0","-13,0","1,9","-1,3"
"536,0","0,0","21,1","34,0","10,0","2,0","0,0","994,4","4,0","12,0","5,7","-0,4"
"121,0","0,0","32,6","15,0","20,0","7,0","4,0","988,1","4,0","-6,0","1,8","-2,2"
"493,0","0,0","30,1","17,0","20,0","5,0","0,0","987,4","4,0","-3,0","2,4","-2,4"
"738,0","0,0","29,8","17,0","20,0","6,0","4,0","983,7","4,0","-32,0","3,5","-2,3"
"365,0","0,0","29,6","17,0","20,0","8,0","4,0","981,5","4,0","-24,0","2,7","-2,5"
"635,0","0,0","30,3","17,0","10,0","5,0","4,0","980,6","4,0","-5,0","7,5","-4,0"
"540,0","0,0","31,1","15,0","20,0","10,0","4,0","981,9","4,0","4,0","3,0","-3,2"
"260,0","0,0","31,0","13,0","20,0","10,0","4,0","984,7","4,0","-6,0","2,0","-2,5"
"630,0","0,0","31,3","14,0","10,0","9,0","4,0","987,7","4,0","0,0","1,6","-2,6"
"289,0","0,0","30,9","12,0","20,0","9,0","4,0","979,9","4,0","-45,0","2,3","-2,7"
"122,0","0,0","32,0","15,0","100,0","2,0","0,0","960,2","4,0","-2,0","2,0","-2,2"
"500,0","0,0","32,5","12,0","10,0","7,0","4,0","981,3","4,0","-29,0","2,1","-2,6"
"188,0","0,0","32,9","13,0","20,0","6,0","4,0","983,2","4,0","-6,0","2,4","-2,6"
"628,0","0,0","32,1","11,0","100,0","9,0","4,0","984,7","4,0","-2,0","2,2","-2,8"
"550,0","0,0","30,9","17,0","10,0","3,0","0,0","988,2","4,0","-7,0","3,0","-3,1"
"69,0","0,0","31,0","9,0","100,0","4,0","0,0","916,3","4,0","-4,0","3,3","-1,9"
"225,0","0,0","28,4","12,0","100,0","2,0","0,0","902,4","4,0","-3,0","5,1","-2,0"
"867,0","0,1","10,9","80,0","100,0","4,0","1,0","991,0","4,0","-18,0","2,0","-0,6"
"544,0","0,0","32,1","11,0","10,0","6,0","4,0","983,9","4,0","8,0","2,9","-2,7"
"698,0","0,0","20,5","45,0","100,0","2,0","1,0","982,7","4,0","-6,0","-4,1","-0,8"
"119,0","0,0","22,4","41,0","20,0","7,0","4,0","987,9","4,0","-2,0","-4,2","-0,8"
"100,0","0,3","17,6","78,0","20,0","6,0","4,0","982,4","4,0","-4,0","-1,3","0,5"
"482,0","0,0","20,0","49,0","20,0","7,0","0,0","989,5","4,0","-3,0","-2,0","-1,1"
"471,0","0,0","19,2","52,0","20,0","5,0","1,0","988,4","4,0","-22,0","-3,5","-0,6"
"696,0","0,1","11,2","89,0","20,0","4,0","1,0","989,5","4,0","-42,0","-3,2","-0,1"
"342,0","0,0","8,4","78,0","10,0","1,0","3,0","990,4","4,0","-23,0","-3,7","0,8"
"633,0","0,0","6,7","75,0","10,0","3,0","1,0","992,8","4,0","-2,0","-1,4","0,7"
"540,0","0,0","8,4","69,0","20,0","4,0","0,0","994,5","4,0","0,0","-3,4","1,3"
"255,0","0,4","12,6","80,0","20,0","3,0","1,0","992,0","4,0","-5,0","-6,2","2,9"
"630,0","0,0","17,0","68,0","10,0","5,0","0,0","990,4","4,0","0,0","-6,1","-0,4"
"281,0","0,0","19,1","64,0","20,0","2,0","1,0","984,3","4,0","-8,0","-6,5","2,0"
"122,0","0,1","15,0","92,0","20,0","2,0","0,0","961,9","4,0","0,0","-8,7","-0,3"
"472,0","0,0","19,7","60,0","10,0","4,0","0,0","983,5","4,0","-28,0","-2,2","1,0"
"183,0","0,0","17,4","69,0","20,0","1,0","1,0","986,9","5,0","-5,0","-10,6","2,4"
"633,0","7,0","15,1","87,0","100,0","4,0","0,0","987,1","4,0","5,0","-5,5","0,9"
"544,0","0,0","14,6","93,0","10,0","1,0","8,0","989,5","4,0","-6,0","-5,2","0,9"
"41,0","0,0","15,3","88,0","10,0","1,0","3,0","983,5","4,0","-10,0","-9,7","1,3"
"245,0","1,0","16,0","86,0","10,0","4,0","8,0","976,3","4,0","-6,0","-4,8","0,5"
"88,0","0,1","19,7","52,0","20,0","2,0","1,0","974,2","4,0","-7,0","-4,1","-0,4"
"143,0","0,0","14,1","74,0","100,0","1,0","0,0","962,1","4,0","-6,0","-9,3","-0,8"
"357,0","0,0","17,6","72,0","10,0","2,0","8,0","981,9","4,0","-28,0","-7,0","0,0"
"328,0","0,0","19,6","59,0","10,0","6,0","4,0","986,6","4,0","13,0","-6,8","-0,2"
"396,0","0,0","15,2","83,0","20,0","3,0","8,0","988,0","4,0","18,0","-10,4","0,6"
"404,0","0,6","18,0","67,0","100,0","2,0","0,0","963,1","4,0","9,0","-5,0","0,1"
"358,0","0,1","15,2","77,0","100,0","1,0","0,0","972,0","4,0","-9,0","-6,8","-0,6"
"69,0","0,0","14,6","62,0","100,0","1,0","0,0","918,6","4,0","0,0","-4,6","0,5"
"223,0","0,0","17,8","46,0","100,0","2,0","0,0","904,3","4,0","-2,0","-5,0","0,7"
"547,0","1,0","16,9","82,0","10,0","3,0","8,0","986,4","4,0","3,0","-2,8","1,8"
"688,0","0,0","11,5","48,0","100,0","2,0","0,0","992,0","4,0","-10,0","-3,8","-0,4"
"378,0","0,0","14,3","49,0","20,0","3,0","2,0","998,3","4,0","-16,0","-1,3","-0,8"
"114,0","0,1","12,6","47,0","20,0","2,0","2,0","997,3","4,0","-5,0","-5,0","-0,5"
"97,0","0,0","9,7","57,0","20,0","2,0","0,0","990,8","4,0","-3,0","-6,1","0,1"
"479,0","0,0","14,1","47,0","20,0","5,0","0,0","999,2","4,0","-3,0","-2,0","-0,9"
"481,0","0,0","14,2","41,0","20,0","3,0","2,0","997,4","4,0","10,0","-1,7","-0,8"
"650,0","0,0","9,4","80,0","10,0","2,0","3,0","994,5","4,0","-46,0","-6,3","0,2"
"320,0","0,7","7,4","73,0","20,0","1,0","0,0","996,4","4,0","-22,0","-2,4","2,5"
"628,0","2,0","7,1","57,0","10,0","5,0","4,0","999,0","4,0","-5,0","-0,3","2,6"
"542,0","0,0","10,2","50,0","20,0","3,0","2,0","999,9","4,0","2,0","-6,6","3,4"
"252,0","0,0","14,7","32,0","20,0","3,0","2,0","997,3","4,0","-3,0","-2,9","-0,9"
"630,0","0,0","11,0","44,0","10,0","3,0","2,0","998,8","4,0","0,0","-6,1","-0,6"
"266,0","0,0","12,3","45,0","20,0","3,0","2,0","990,9","4,0","-15,0","-7,0","0,4"
"451,0","0,0","14,0","37,0","10,0","2,0","2,0","990,9","4,0","-21,0","-4,0","0,2"
"341,0","0,1","11,9","41,0","10,0","1,0","0,0","990,6","4,0","-16,0","-3,4","0,0"
"344,0","1,0","7,8","66,0","20,0","1,0","0,0","995,8","4,0","16,0","-7,8","0,1"
"248,0","4,0","10,4","50,0","20,0","1,0","2,0","995,7","4,0","10,0","-2,5","0,5"
"365,0","11,0","10,6","95,0","100,0","1,0","5,0","961,0","4,0","2,0","-1,2","-0,3"
"65,0","8,0","14,0","68,0","100,0","2,0","1,0","919,3","5,0","-4,0","-2,2","1,0"
"238,0","1,0","14,6","66,0","100,0","5,0","0,0","902,8","4,0","15,0","-2,6","0,6"
"841,0","0,0","6,6","93,0","10,0","2,0","3,0","995,7","4,0","-11,0","-5,8","-0,3"
"541,0","0,0","12,1","47,0","10,0","2,0","2,0","993,7","4,0","-6,0","-4,5","0,2"
"678,0","0,0","10,4","47,0","100,0","4,0","0,0","1000,7","4,0","-10,0","-0,5","1,6"
"378,0","0,0","12,8","39,0","100,0","2,0","0,0","1007,9","4,0","0,0","1,7","1,1"
"109,0","0,0","13,4","39,0","20,0","4,0","1,0","1006,2","4,0","-5,0","1,4","0,9"
"97,0","0,0","13,1","36,0","20,0","4,0","0,0","997,6","4,0","0,0","1,1","0,9"
"476,0","0,0","15,5","35,0","20,0","2,0","0,0","1007,7","4,0","-3,0","2,4","0,4"
"485,0","0,0","14,8","30,0","20,0","5,0","0,0","1006,2","4,0","4,0","2,9","0,3"
"605,0","0,9","11,1","46,0","20,0","4,0","0,0","1007,5","4,0","-45,0","2,2","1,2"
"299,0","0,3","12,5","42,0","20,0","2,0","0,0","1008,1","4,0","-21,0","2,8","0,9"
"624,0","0,0","12,5","32,0","10,0","3,0","2,0","1010,3","4,0","-4,0","2,2","0,6"
"542,0","0,0","13,8","27,0","20,0","3,0","2,0","1011,5","4,0","0,0","2,3","0,5"
"251,0","0,0","15,3","22,0","20,0","3,0","2,0","1006,9","4,0","-1,0","2,0","0,2"
"632,0","0,0","15,4","26,0","10,0","6,0","4,0","1007,2","4,0","2,0","2,7","0,2"
"281,0","0,0","19,2","18,0","20,0","5,0","2,0","996,1","4,0","15,0","-0,5","0,5"
"433,0","0,0","18,7","21,0","10,0","4,0","2,0","995,4","4,0","-18,0","0,4","0,7"
"173,0","0,0","18,5","19,0","20,0","3,0","2,0","999,4","5,0","-4,0","0,7","0,5"
"73,0","0,0","17,2","36,0","100,0","5,0","0,0","976,2","4,0","-2,0","-0,2","0,3"
"332,0","0,0","14,1","31,0","10,0","4,0","0,0","996,8","4,0","-9,0","1,7","0,8"
"366,0","0,0","13,6","32,0","20,0","4,0","0,0","1001,8","4,0","22,0","0,6","0,9"
"478,0","0,0","22,2","25,0","100,0","2,0","0,0","969,8","4,0","39,0","2,4","-0,3"
"250,0","0,3","20,8","19,0","100,0","6,0","0,0","905,5","4,0","12,0","2,1","-0,4"
"525,0","0,0","16,1","36,0","10,0","4,0","0,0","999,3","4,0","-16,0","1,5","0,6"
"662,0","0,0","11,0","54,0","100,0","2,0","2,0","1006,8","4,0","-16,0","8,1","-0,6"
"356,0","0,0","12,2","60,0","20,0","3,0","2,0","1012,7","4,0","-22,0","5,8","0,7"
"106,0","0,0","13,0","50,0","20,0","2,0","2,0","1011,1","4,0","-3,0","10,2","-0,7"
"96,0","0,0","11,8","53,0","20,0","1,0","2,0","1003,6","4,0","-1,0","11,8","-0,9"
"475,0","0,0","12,9","42,0","20,0","3,0","2,0","1012,4","4,0","-1,0","6,7","-0,2"
"482,0","0,0","13,3","39,0","20,0","3,0","2,0","1010,5","4,0","-3,0","9,8","-0,9"
"562,0","0,0","13,0","41,0","20,0","4,0","0,0","1009,3","4,0","-43,0","7,1","-0,8"
"27,0","0,0","14,3","33,0","20,0","7,0","4,0","1007,6","4,0","0,0","8,0","-1,6"
"619,0","0,0","15,0","31,0","10,0","5,0","0,0","1007,5","4,0","-5,0","7,2","-1,4"
"545,0","0,0","15,3","33,0","20,0","5,0","2,0","1009,8","4,0","3,0","7,6","-1,2"
"248,0","0,0","14,3","39,0","20,0","5,0","2,0","1008,6","4,0","-3,0","12,0","-1,0"
"637,0","0,0","13,0","48,0","10,0","5,0","2,0","1010,7","4,0","5,0","8,3","-0,8"
"272,0","0,0","14,6","42,0","20,0","4,0","2,0","997,6","4,0","-9,0","7,2","-0,7"
"435,0","0,0","14,2","41,0","10,0","3,0","2,0","999,7","4,0","2,0","6,4","-0,5"
"168,0","0,0","15,1","38,0","20,0","4,0","2,0","1002,2","5,0","-5,0","7,9","-0,7"
"76,0","0,0","13,5","47,0","100,0","1,0","2,0","984,2","4,0","3,0","14,0","-0,7"
"321,0","0,0","11,1","50,0","10,0","2,0","2,0","1004,7","4,0","-11,0","5,4","-0,4"
"395,0","0,0","10,1","42,0","100,0","2,0","0,0","1010,6","4,0","29,0","5,0","-0,4"
"503,0","0,0","13,7","49,0","100,0","1,0","2,0","975,3","4,0","25,0","8,8","-1,8"
"248,0","0,0","13,7","42,0","100,0","1,0","2,0","910,2","4,0","-2,0","6,9","-1,1"
"503,0","0,0","12,2","48,0","10,0","2,0","2,0","1004,6","4,0","-22,0","3,6","-0,7"
"629,0","0,0","17,2","46,0","100,0","2,0","0,0","992,2","4,0","-33,0","10,5","-2,4"
"103,0","0,0","20,2","35,0","20,0","2,0","0,0","995,4","4,0","-3,0","14,1","-2,8"
"93,0","0,0","17,1","46,0","20,0","2,0","1,0","988,6","4,0","-3,0","13,6","-2,4"
"479,0","0,0","20,0","34,0","20,0","2,0","0,0","996,8","4,0","4,0","10,4","-2,8"
"486,0","0,0","19,7","31,0","20,0","3,0","0,0","994,5","4,0","4,0","10,4","-2,8"
"524,0","0,0","17,9","41,0","20,0","4,0","1,0","994,3","4,0","-38,0","10,7","-2,0"
"258,0","0,0","18,8","35,0","20,0","5,0","1,0","992,7","4,0","-20,0","9,1","-2,1"
"611,0","0,0","16,3","46,0","10,0","2,0","1,0","991,8","4,0","-8,0","3,0","-2,1"
"548,0","0,0","16,3","52,0","20,0","4,0","1,0","993,0","4,0","3,0","2,2","-2,0"
"245,0","0,0","18,6","36,0","20,0","3,0","0,0","992,2","4,0","-3,0","9,9","-1,7"
"640,0","0,0","17,1","44,0","10,0","4,0","0,0","994,8","4,0","3,0","9,1","-1,9"
"293,0","0,0","21,2","33,0","20,0","4,0","0,0","984,9","5,0","21,0","12,7","-0,8"
"165,0","0,0","19,7","42,0","20,0","2,0","2,0","988,3","5,0","-3,0","9,7","-1,1"
"71,0","0,0","18,9","40,0","100,0","1,0","2,0","970,9","4,0","-5,0","16,3","-1,4"
"302,0","0,0","17,7","36,0","10,0","2,0","0,0","990,3","4,0","-19,0","9,1","-1,8"
"390,0","0,0","17,3","38,0","20,0","1,0","0,0","995,9","4,0","-5,0","9,7","-2,1"
"500,0","0,0","19,9","41,0","100,0","3,0","2,0","964,0","4,0","-3,0","11,0","-2,2"
"241,0","0,0","15,9","33,0","100,0","1,0","2,0","904,5","4,0","-7,0","8,8","-0,8"
"482,0","0,0","18,0","47,0","10,0","2,0","0,0","989,3","4,0","-21,0","7,0","-1,8"
"609,0","0,0","19,9","54,0","100,0","1,0","0,0","983,9","4,0","-20,0","-5,1","-0,5"
"323,0","0,0","19,3","57,0","20,0","1,0","2,0","989,3","4,0","-7,0","-3,0","-0,8"
"102,0","0,0","22,8","49,0","20,0","2,0","0,0","988,0","4,0","-1,0","-4,8","-0,7"
"91,0","0,0","16,4","72,0","20,0","1,0","0,0","981,7","4,0","-2,0","-9,1","-0,4"
"480,0","0,0","21,7","47,0","20,0","3,0","0,0","989,3","4,0","1,0","-2,0","-0,8"
"485,0","0,0","22,2","40,0","20,0","2,0","0,0","987,2","4,0","-1,0","-3,7","-1,2"
"497,0","0,0","18,1","69,0","20,0","1,0","0,0","985,9","4,0","-27,0","-7,2","-0,9"
"241,0","0,1","19,7","58,0","20,0","9,0","4,0","986,2","4,0","-17,0","-3,4","0,3"
"605,0","0,1","13,8","93,0","4,0","4,0","3,0","988,4","4,0","-6,0","-6,9","2,3"
"549,0","0,0","15,2","83,0","20,0","3,0","1,0","986,8","4,0","1,0","-9,0","-0,3"
"243,0","0,0","21,8","40,0","20,0","2,0","0,0","985,0","4,0","-2,0","-4,9","-1,2"
"643,0","0,0","21,1","45,0","10,0","3,0","0,0","987,4","4,0","3,0","-5,5","-1,3"
"464,0","0,0","21,7","46,0","10,0","5,0","0,0","980,0","4,0","11,0","-5,8","-0,3"
"165,0","0,0","20,5","50,0","20,0","2,0","0,0","981,9","5,0","0,0","-7,4","-0,4"
"280,0","0,1","19,5","54,0","10,0","1,0","0,0","982,2","4,0","-22,0","-5,5","-0,1"
"236,0","0,1","18,0","44,0","100,0","2,0","0,0","899,7","5,0","-5,0","-5,5","0,7"
"473,0","0,0","19,1","59,0","10,0","1,0","0,0","982,9","4,0","-9,0","-5,9","-0,7"
"597,0","0,0","18,9","72,0","10,0","2,0","3,0","978,6","4,0","-12,0","-1,8","0,2"
"307,0","0,0","16,7","90,0","20,0","3,0","3,0","983,4","4,0","-16,0","0,3","-0,8"
"103,0","0,0","19,5","85,0","20,0","3,0","3,0","982,1","4,0","1,0","0,4","-0,7"
"89,0","0,0","20,7","67,0","20,0","5,0","0,0","975,8","4,0","-2,0","0,5","-0,9"
"488,0","0,0","20,6","68,0","20,0","6,0","1,0","982,7","4,0","8,0","3,7","-0,9"
"495,0","0,0","20,7","63,0","20,0","4,0","1,0","981,1","4,0","10,0","2,3","-1,0"
"468,0","0,1","15,6","93,0","4,0","2,0","3,0","979,3","4,0","-29,0","-2,1","-0,3"
"549,0","0,9","16,7","91,0","20,0","2,0","1,0","981,0","4,0","0,0","1,6","0,0"
"240,0","0,0","21,2","58,0","20,0","6,0","4,0","979,8","4,0","-3,0","5,4","-0,4"
"645,0","0,1","21,8","54,0","10,0","6,0","4,0","982,0","4,0","2,0","3,0","0,0"
"294,0","0,1","23,6","54,0","20,0","6,0","1,0","973,9","5,0","-1,0","4,8","0,4"
"466,0","0,4","23,2","54,0","10,0","4,0","1,0","974,7","4,0","2,0","2,1","-0,4"
"163,0","0,1","22,7","60,0","20,0","2,0","1,0","976,5","5,0","-2,0","2,4","-1,3"
"638,0","0,0","22,4","59,0","100,0","5,0","1,0","978,3","4,0","-2,0","3,9","-0,7"
"517,0","0,0","19,4","72,0","10,0","2,0","1,0","982,4","4,0","-5,0","0,3","-0,8"
"11,0","0,0","18,8","72,0","20,0","3,0","1,0","978,0","4,0","-6,0","-0,1","0,3"
"218,0","0,1","19,4","72,0","20,0","3,0","1,0","969,9","4,0","-3,0","1,6","-1,4"
"65,0","0,1","20,9","69,0","10,0","1,0","3,0","968,4","4,0","-11,0","2,6","-0,6"
"68,0","0,4","20,1","70,0","100,0","1,0","1,0","961,4","4,0","-2,0","0,6","-0,7"
"280,0","0,0","21,1","61,0","20,0","1,0","1,0","973,5","4,0","-1,0","4,3","-0,4"
"269,0","0,0","20,0","67,0","4,0","2,0","3,0","977,2","4,0","-11,0","-2,2","-0,3"
"286,0","0,0","23,0","49,0","20,0","5,0","1,0","982,3","4,0","-37,0","2,0","-0,8"
"338,0","0,0","21,0","60,0","100,0","3,0","3,0","983,4","4,0","-18,0","1,1","-0,4"
"236,0","0,0","14,4","81,0","100,0","1,0","3,0","898,5","5,0","0,0","-0,2","0,0"
"473,0","0,0","19,0","80,0","10,0","4,0","1,0","977,9","4,0","0,0","1,4","-1,1"
"491,0","2,0","6,9","85,0","10,0","6,0","4,0","993,0","4,0","3,0","-6,9","6,2"
"214,0","0,1","10,6","67,0","20,0","7,0","4,0","978,0","4,0","-4,0","-3,8","3,1"
"263,0","2,0","12,0","82,0","10,0","3,0","3,0","981,8","4,0","-6,0","-1,1","2,5"
"282,0","0,6","14,4","70,0","100,0","6,0","4,0","986,6","4,0","-4,0","-0,1","2,7"
"154,0","0,1","15,9","71,0","100,0","5,0","1,0","985,4","4,0","-4,0","-0,7","2,3"
"361,0","0,0","14,1","74,0","20,0","3,0","0,0","985,1","4,0","-3,0","0,0","2,2"
"497,0","0,0","18,7","51,0","20,0","5,0","0,0","995,2","4,0","6,0","4,1","-0,1"
"209,0","0,0","16,4","43,0","20,0","5,0","1,0","983,2","4,0","-5,0","5,9","-1,2"
"127,0","0,0","15,0","46,0","100,0","1,0","0,0","967,8","4,0","-2,0","11,1","-1,7"
"265,0","0,0","16,0","49,0","20,0","6,0","4,0","993,9","4,0","-17,0","7,3","-2,3"
"145,0","0,0","12,1","71,0","100,0","3,0","3,0","994,8","4,0","-9,0","4,1","-2,0"
"360,0","0,0","13,7","58,0","20,0","4,0","1,0","992,5","4,0","-1,0","5,5","-2,8"
"395,0","0,0","9,0","73,0","10,0","2,0","1,0","994,3","4,0","-3,0","3,6","-2,2"
"126,0","1,0","8,7","95,0","4,0","1,0","6,0","964,8","4,0","-1,0","1,1","-0,1"
"363,0","0,0","13,0","62,0","100,0","2,0","0,0","959,8","4,0","-4,0","4,5","0,1"
"489,0","0,3","1,0","96,0","0,0","1,0","5,0","1008,7","4,0","-31,0","-1,1","1,0"
"205,0","0,0","16,5","45,0","20,0","1,0","2,0","986,7","4,0","-2,0","8,0","0,1"
"126,0","0,0","16,5","44,0","20,0","2,0","2,0","967,9","4,0","0,0","10,6","-0,6"
"461,0","0,0","13,5","48,0","100,0","3,0","1,0","1007,0","4,0","-28,0","2,3","-0,1"
"205,0","0,0","7,7","74,0","20,0","2,0","2,0","983,7","4,0","0,0","-0,4","0,2"
"61,0","0,0","7,2","77,0","100,0","1,0","2,0","919,5","4,0","-1,0","1,5","0,3"
"437,0","0,0","13,9","55,0","100,0","3,0","0,0","1003,8","4,0","-24,0","-0,8","-0,4"
"639,0","0,0","13,5","47,0","10,0","3,0","2,0","998,6","4,0","-3,0","0,9","0,2"
"271,0","0,0","13,1","59,0","20,0","2,0","2,0","986,2","4,0","1,0","0,5","0,8"
"422,0","0,0","12,2","51,0","10,0","2,0","2,0","987,1","4,0","-17,0","0,5","0,3"
"604,0","0,0","11,9","65,0","100,0","2,0","2,0","993,8","4,0","-2,0","1,3","0,4"
"3,0","0,0","11,5","54,0","20,0","1,0","2,0","990,3","4,0","-2,0","2,9","0,0"
"205,0","0,0","11,4","53,0","20,0","2,0","2,0","982,3","4,0","0,0","1,3","0,2"
"124,0","0,0","11,0","47,0","100,0","3,0","2,0","965,8","4,0","0,0","1,4","-0,4"
"61,0","0,0","10,3","66,0","100,0","1,0","2,0","918,7","4,0","0,0","2,3","0,9"
"220,0","0,0","13,5","62,0","100,0","2,0","0,0","902,4","4,0","-3,0","-0,7","1,0"
"415,0","0,0","15,2","49,0","100,0","5,0","0,0","1001,1","4,0","-22,0","-1,7","-0,1"
"451,0","0,0","12,1","65,0","10,0","1,0","2,0","992,0","4,0","-4,0","1,5","0,3"
"93,0","0,0","26,1","37,0","20,0","2,0","0,0","998,4","4,0","-6,0","4,7","-0,6"
"84,0","0,0","25,3","33,0","100,0","1,0","0,0","990,6","4,0","-3,0","5,1","-0,9"
"530,0","0,0","22,5","33,0","20,0","3,0","0,0","999,5","4,0","2,0","2,6","-0,7"
"529,0","0,0","20,3","23,0","20,0","4,0","0,0","1004,8","4,0","-4,0","3,3","-0,8"
"635,0","0,0","22,3","30,0","10,0","6,0","0,0","1000,1","4,0","-4,0","2,5","-0,7"
"272,0","0,0","25,2","33,0","20,0","3,0","0,0","988,0","4,0","1,0","4,2","-1,5"
"110,0","0,0","27,6","24,0","100,0","2,0","0,0","964,8","4,0","-1,0","7,4","-1,7"
"409,0","0,0","26,1","30,0","10,0","1,0","0,0","988,1","4,0","-13,0","4,3","-1,0"
"596,0","0,0","24,6","46,0","100,0","2,0","0,0","994,0","4,0","-8,0","4,5","-0,8"
"497,0","0,0","25,8","30,0","10,0","1,0","2,0","996,8","4,0","-4,0","4,8","-0,9"
"0,0","0,0","25,7","24,0","20,0","1,0","2,0","990,0","4,0","-3,0","4,8","-0,9"
"204,0","0,0","25,3","26,0","20,0","1,0","0,0","982,1","4,0","-1,0","3,6","-0,8"
"120,0","0,0","23,7","24,0","100,0","2,0","0,0","964,4","4,0","-4,0","5,4","-1,5"
"238,0","0,0","25,1","26,0","20,0","2,0","2,0","983,8","4,0","-6,0","4,8","-1,3"
"428,0","0,0","22,4","29,0","100,0","2,0","2,0","963,5","4,0","11,0","3,6","-2,8"
"61,0","0,0","25,0","24,0","100,0","2,0","0,0","918,1","4,0","0,0","5,9","-2,2"
"220,0","0,1","23,6","31,0","100,0","2,0","0,0","902,3","4,0","0,0","5,9","-2,1"
"398,0","0,0","17,6","32,0","100,0","2,0","1,0","1006,6","4,0","-17,0","1,1","-0,1"
"677,0","0,0","25,2","23,0","20,0","1,0","0,0","1002,7","4,0","-8,0","2,6","-0,9"
